epoch,accuracy,loss,val_accuracy,val_loss
0,0.8373983502388,5.611156463623047,0.921875,4.138794898986816
1,0.875,6.981687545776367,0.921875,2.7180874347686768
2,0.9044715166091919,1.3336527347564697,0.078125,6.539127349853516
3,0.1875,5.287595272064209,0.921875,7.432437896728516
